X,Y,OBJECTID,island,area,name,address,zipcode,type,units,year_open
-156.440688412199,20.6900501757032,559,Maui,Wailea,Wailea Elua,3600 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,1,1978
-156.436021288539,20.6888889351283,560,Maui,Wailea,Wailea Grand Champion,155 Wailea Ike Place,96753,INDIVIDUAL VACATION UNIT,1,1989
-159.333732614975,22.0511267925866,561,Kauai,Kapaa,Wailua Bay View Resort,320 Papaloa Road,96746,CONDOMINIUM HOTEL,11,1972
-159.493154768559,22.2203151180141,562,Kauai,Princeville,Hanalei Bay Resort,5380 Honoiki Road,96722,TIMESHARE,134,1978
-156.439527978646,20.6854085349674,563,Maui,Wailea,Wailea Beach Villas,3800 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,76,2006
-156.439527978646,20.6854085349674,564,Maui,Wailea,Wailea Beach Villas,3800 Wailea Alanui Drive,96753,CONDOMINIUM HOTEL,76,2006
-156.442740313348,20.673219373665,565,Maui,Wailea-Makena,Wailea Sunset Estate,4440 Makena Road,96753,INDIVIDUAL VACATION UNIT,1,
-156.443919152406,20.6407466972471,566,Maui,Wailea-Makena,Wailea Sunset Bungalow,430 Makena Road,96753,INDIVIDUAL VACATION UNIT,1,
-156.441209674224,20.6917643956292,567,Maui,Wailea,Andaz Maui at Wailea Resort,3550 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,3,1978
-156.441209674224,20.6917643956292,568,Maui,Wailea,Andaz Maui at Wailea Resort,3550 Wailea Alanui Drive,96753,HOTEL,301,1978
-156.442196633697,20.6545526110003,569,Maui,Makena,Coral Gardens Estate at Makena Bay,5110 Old Makena Road,96753,INDIVIDUAL VACATION UNIT,1,
-156.66363679779,21.0008959478396,570,Maui,Lahaina,Montage Kapalua Bay,1 Bay Drive,96761,INDIVIDUAL VACATION UNIT,115,
-156.66363679779,21.0008959478396,571,Maui,Lahaina,Montage Kapalua Bay,1 Bay Drive,96761,CONDOMINIUM HOTEL,115,
-156.456358267908,20.7432542412347,572,Maui,Kihei,Mango Surf Beach Front Villa,1490 Halama Street,96753,INDIVIDUAL VACATION UNIT,1,
-156.456380767747,20.7434702413435,573,Maui,Kihei,Moana Hideaway,1484 Halama Street,96753,INDIVIDUAL VACATION UNIT,1,
-156.440377079715,20.6597118476387,574,Maui,Kihei,Makena Surf,4850 Makena Alanui Road,96753,INDIVIDUAL VACATION UNIT,2,1975
-156.440377079715,20.6597118476387,575,Maui,Kihei,Makena Surf,4850 Makena Alanui Road,96753,INDIVIDUAL VACATION UNIT,55,1975
-156.691378729335,20.9348593891934,576,Maui,Kaanapali,Sea Shells Beach House on Kaanapali Beach,50 Kai Ala Drive,96761,INDIVIDUAL VACATION UNIT,1,
-156.685327174452,20.8810794555631,577,Maui,Lahaina,Opal Seas at Baby Beach,41 Kai Pali Place,96761,INDIVIDUAL VACATION UNIT,1,
-159.328727070305,22.0534377532187,578,Kauai,Kapaa,Islander on the Beach,440 Aleka Place,96746,INDIVIDUAL VACATION UNIT,4,1970
-159.330815122768,22.0527792130949,579,Kauai,Kapaa,Lae Nani,410 Papaloa Road,96746,INDIVIDUAL VACATION UNIT,1,1977
-159.457068064341,21.8870076994256,580,Kauai,Koloa,Pili Mai at Poipu,2611 Kiahuna Plantation Drive,96756,INDIVIDUAL VACATION UNIT,4,2018
-159.32731219629,22.0553130629611,581,Kauai,Kapaa,Plantation Hale,525 Aleka Loop,96746,INDIVIDUAL VACATION UNIT,131,1973
-159.319589572541,22.063779770361,582,Kauai,Kapaa,Royal Kapaa Shore,4-900 Kuhio Highway,96746,INDIVIDUAL VACATION UNIT,1,1978
-159.495061883993,22.2219730712532,583,Kauai,Princeville,Royal View Princeville Cottage,5301 Ka Haku Road,96722,INDIVIDUAL VACATION UNIT,1,
-159.495061883993,22.2219730712532,584,Kauai,Princeville,Secret Princess Studio,5301 Ka Haku Road,96722,INDIVIDUAL VACATION UNIT,1,
-159.495061883993,22.2219730712532,585,Kauai,Princeville,Sweet Dreams Princeville Condo,5301 Ka Haku Road,96722,INDIVIDUAL VACATION UNIT,1,
-159.338440893102,22.0474897863047,586,Kauai,Kapaa,Wailua Riverside Cottage,160 Ohana Street,96746,INDIVIDUAL VACATION UNIT,1,
-159.320858384165,22.0613507315704,587,Kauai,Kapaa,Waipouli Beach Resort,4-820 Kuhio Highway,96746,INDIVIDUAL VACATION UNIT,32,2006
-156.66927119375,20.8597996701743,588,Maui,Lahaina,Puamana,34 Puailima Place,96761,INDIVIDUAL VACATION UNIT,135,1968
-156.66927119375,20.8597996701743,589,Maui,Lahaina,Puamana,34 Puailima Place,96761,INDIVIDUAL VACATION UNIT,135,1968
-155.885062261097,19.9214219353298,590,Hawaii,Waikoloa,Shores at Waikoloa,69-1035 Keana Place,96738,INDIVIDUAL VACATION UNIT,87,1987
-155.872507185709,19.9299881292528,591,Hawaii,Kohala Coast,Golf Villas at Mauna Lani,68-1122 Na Ala Hele Road,96743,INDIVIDUAL VACATION UNIT,72,2007
-155.855315226588,19.9463358983097,592,Hawaii,Kamuela,Serenity and Quiet Sophistication at Kulalani! Special Introductory Rates!,68-1118 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,2,2007
-155.880875782858,19.9251789762421,593,Hawaii,Waikoloa,Vista Waikoloa,5445 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,2,
-155.881098565434,19.9182573481326,594,Hawaii,Waikoloa,Fairway Villas at Waikoloa,69-200 Pohakulana Place,96738,INDIVIDUAL VACATION UNIT,4,2004
-157.695994500202,21.3343932658676,595,Oahu,Waimanalo,Hale Pohaku,41-849 Laumilo Street,96795,INDIVIDUAL VACATION UNIT,1,
-157.746827551968,21.4173882833016,596,Oahu,Kailua,Place in Paradise,824 G N Kalaheo,96734,INDIVIDUAL VACATION UNIT,1,
-157.71759161302,21.3936029250287,597,Oahu,Kailua,Walker's Beach,876 Mokulua Drive,96734,INDIVIDUAL VACATION UNIT,1,
-155.839301726725,19.9723584529248,598,Hawaii,Kamuela,Puako Hylton,69-1644 Puako Beach Dr,96743,INDIVIDUAL VACATION UNIT,1,
-155.986903934834,19.8127866899646,599,Hawaii,Kailua-Kona,Hualalai Hainoa Estates,72-128 Hainoa Place,96740,INDIVIDUAL VACATION UNIT,1,
-155.98772256232,19.8240826147854,600,Hawaii,Kailua-Kona,Hualalai - 72-105 Pakui,72-105 Pakui Street,96740,INDIVIDUAL VACATION UNIT,1,
-155.985386443362,19.8241796882674,601,Hawaii,Kailua-Kona,Hualalai - 72-143 Pakui,72-143 Pakui Street,96740,INDIVIDUAL VACATION UNIT,1,
-155.985735347415,19.8240426659739,602,Hawaii,Kailua-Kona,Hualalai -  Maluhia Hale,72-139 Pakui Street,96740,INDIVIDUAL VACATION UNIT,1,
-155.992488154413,19.8251309206803,603,Hawaii,Kailua-Kona,Golf Villas at Hualalai,72-128 Kumukehu Street,96740,INDIVIDUAL VACATION UNIT,1,
-155.991647379966,19.8274641907318,604,Hawaii,Kailua-Kona,Fairway Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,2,
-155.991647379966,19.8274641907318,605,Hawaii,Kailua-Kona,Hillside at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.991647379966,19.8274641907318,606,Hawaii,Kailua-Kona,Ke Alaula at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.991647379966,19.8274641907318,607,Hawaii,Kailua-Kona,Palm Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,4,
-155.991647379966,19.8274641907318,608,Hawaii,Kailua-Kona,Waiulu Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.991647379966,19.8274641907318,609,Hawaii,Kailua-Kona,Haliipua Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.991647379966,19.8274641907318,610,Hawaii,Kailua-Kona,Golf Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,
-158.152225230712,21.5785689478485,611,Oahu,Waialua,Hale Kalani,68-252 Olohio Street,96791,INDIVIDUAL VACATION UNIT,1,
-157.741628065248,21.4071959941288,612,Oahu,Kailua,Palione Papalani,22 Palione Place,96734,INDIVIDUAL VACATION UNIT,1,1981
-157.788155296738,21.261652338137,613,Oahu,Honolulu,Palm Tree Estate,4451 Kahala Avenue,96816,INDIVIDUAL VACATION UNIT,1,2008
-157.735522627087,21.2802632359486,614,Oahu,Honolulu,Niuiki,48 Niuiki Circle,96821,INDIVIDUAL VACATION UNIT,1,
-157.713425999605,21.3886980001767,615,Oahu,Kailua,Mokulua Aina,1133 Mokulua Drive,96734,INDIVIDUAL VACATION UNIT,1,
-157.710545999871,21.383603999938,616,Oahu,Kailua,Hale Mokulua -Lanikai,1451 Mokulua Drive,96734,INDIVIDUAL VACATION UNIT,1,
-157.71393866774,21.3841986721804,617,Oahu,Kailua,Kehaulani,1371 Kehaulani Drive,96734,INDIVIDUAL VACATION UNIT,1,
-159.439103099431,22.2220847251485,618,Kauai,Anini Beach,Anini House,3500 Anini Road,96722,INDIVIDUAL VACATION UNIT,1,
-159.551971112796,22.2239098789641,619,Kauai,Haena,Banana Beach House,7356 Alealea Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.50116504072,22.2028495063208,620,Kauai,Hanalei,Hale Ylang Ylang,5343 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.319570966172,22.0637438651624,621,Kauai,Kapaa,Aloha Kai Condo,4-0900 Kuhio Hwy,96746,INDIVIDUAL VACATION UNIT,1,
-159.496263533767,22.2097761116979,622,Kauai,Hanalei,Umetsu Cottage,4959 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,1995
-159.496238877376,22.2100576738187,623,Kauai,Hanalei,Palaka Cottage,4945 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.49489595694,22.2043638004454,624,Kauai,Hanalei,Tropical Bamboo Hideaway,5115 Papio Place,96714,INDIVIDUAL VACATION UNIT,1,
-159.458338194071,22.2248643652664,625,Kauai,Princeville,Kauikeolani Estate,4201 Anini Vista Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.550781481282,22.2237760830709,626,Kauai,Haena,Holo Makani,7324 Alealea Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.496199426381,22.2111180205996,627,Kauai,Hanalei,Hale Mo'olelo,4943 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,1902
-159.554629760225,22.2231504720105,628,Kauai,Haena,Holo Makani,5-7452-B Kuhio Highway,96714,INDIVIDUAL VACATION UNIT,1,
-159.550781481282,22.2237760830709,629,Kauai,Haena,Haena VRU,7324 Alealea Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.545733279086,22.2208042750088,630,Kauai,Haena,Hale Hoolapanai,5-7107 Kuhio Hwy,96714,INDIVIDUAL VACATION UNIT,1,
-159.554629760225,22.2231504720105,631,Kauai,Haena,Moolelo Hoolapanai,5-7452 A Kuhio Hwy,96714,INDIVIDUAL VACATION UNIT,1,
-159.554629760225,22.2231504720105,632,Kauai,Haena,Kalihiwai Beach House,5-7452 AB Kuhio Hwy,96714,INDIVIDUAL VACATION UNIT,2,
-156.087666940269,20.8060247947519,633,Maui,Hana,Entabeni Cottage,370 Hana Highway,96713,INDIVIDUAL VACATION UNIT,1,
-155.860700170264,19.9413789090869,634,Hawaii,Kamuela,"Mauna Lani, Auberge Resorts Collection",68-1400 Mauna Lani Drive,96743,HOTEL,333,1983
-155.995726471995,19.6400805525734,635,Hawaii,Kailua-Kona,Kona Seaside Hotel,75-5646 Palani Road,96740,HOTEL,145,1960
-159.545555951753,22.2206813410468,636,Kauai,Hanalei,Hanalei Colony Resort,5-7130 Kuhio Highway,96714,HOTEL,49,1969
-157.826393286003,21.2767915620576,637,Oahu,Honolulu,"Moana Surfrider, A Westin Resort & Spa",2365 Kalakaua Avenue,96815,HOTEL,791,1901
-159.462270000353,21.8767505086188,638,Kauai,Koloa,Sheraton Kauai Resort,2440 Hoonani Road,96756,HOTEL,391,1968
-155.964860015195,19.5591089038868,639,Hawaii,Kailua Kona,Sheraton Kona Resort & Spa Keauhou Bay,78-128 Ehukai Street,96740,HOTEL,509,2004
-156.693520473014,20.9268897181364,640,Maui,Lahaina,Sheraton Maui Resort & Spa,2605 Kaanapali Parkway,96761,HOTEL,508,1963
-157.825396615825,21.2770763920293,641,Oahu,Honolulu,Sheraton Princess Kaiulani Hotel,120 Kaiulani Avenue,96815,HOTEL,1140,1955
-157.830389999678,21.2774310004318,642,Oahu,Honolulu,Sheraton Waikiki Hotel,2255 Kalakaua Avenue,96815,HOTEL,1636,1971
-159.496288423052,22.2216099464253,643,Kauai,Princeville,St. Regis Princeville,5520 Ka Haku Road,96722,HOTEL,251,1985
-157.830389999678,21.2774310004318,644,Oahu,Honolulu,"The Royal Hawaiian, A Luxury Collection Resort",2259 Kalakaua Avenue,96815,HOTEL,526,1927
-156.69394714605,20.9199863409401,645,Maui,Lahaina,The Westin Maui Resort & Spa,2365 Kaanapali Parkway,96761,HOTEL,759,1971
-157.822758000455,21.2732009998376,646,Oahu,Honolulu,Waikiki Beach Marriott Resort & Spa,2552 Kalakaua Avenue,96815,HOTEL,1310,1971
-158.074811999635,21.3300809998927,647,Oahu,Kapolei,Embassy Suites by Hilton Oahu Kapolei,725 Manawai Street,96707,HOTEL,180,2017
-156.694572411376,20.9161901733248,648,Maui,Lahaina,"Hyatt Kaanapali Beach, a Hyatt Resident Club Resort",180 Nohea Kai Drive,96761,TIMESHARE,131,2014
-156.693842469999,20.9146867391582,649,Maui,Lahaina,Hyatt Regency Maui Resort and Spa,200 Nohea Kai Drive,96761,HOTEL,806,1980
-157.821462000181,21.2734079999352,650,Oahu,Honolulu,Hyatt Place Waikiki Beach,175 Paoakalani Avenue,96815,HOTEL,426,1970
-157.827448028248,21.2798260278445,651,Oahu,Honolulu,Hyatt Centric Waikiki Beach,349 Seaside Avenue,96815,HOTEL,230,2017
-157.825016999853,21.2759909997904,652,Oahu,Honolulu,Hyatt Regency Waikiki Beach Resort & Spa,2424 Kalakaua Avenue,96815,HOTEL,1230,1976
-157.99382762502,21.6995559181303,653,Oahu,Kahuku,Kuilima Estates West,57-101 West Kuilima Loop,96731,INDIVIDUAL VACATION UNIT,150,2011
-157.993599384567,21.7015246541227,654,Oahu,Kahuku,Kuilima Estates East,57-068 Eleku Kuilima Pl,96731,INDIVIDUAL VACATION UNIT,118,
-158.12166996392,21.3358622979024,655,Oahu,Ko Olina,Beach Villas At Ko Olina,92-106 Waialii Place,96707,INDIVIDUAL VACATION UNIT,164,2008
-158.13894864114,21.5826722501009,656,Oahu,Waialua,Mokuleia Sands,68-55 Akule St,96791,INDIVIDUAL VACATION UNIT,2,
-157.998676500122,21.7051559999478,657,Oahu,Kahuku,Ocean Villas at Turtle Bay Resort,57-091 Kamehameha Highway,96731,INDIVIDUAL VACATION UNIT,57,1972
-158.122604747986,21.3439675191945,658,Oahu,Kapolei,Coconut Plantation at Ko Olina Resort & Marina,92-1152 Olani Street,96707,INDIVIDUAL VACATION UNIT,68,
-158.110673830796,21.3362217867179,659,Oahu,Kapolei,Ko Olina Fairways,92-1503 Aliinui Drive,96707,INDIVIDUAL VACATION UNIT,70,
-158.109673499532,21.3370559998013,660,Oahu,Kapolei,Ko Olina Hillside Villas,92-1520 Aliinui Drive,96707,INDIVIDUAL VACATION UNIT,60,
-158.11928436684,21.3415877556084,661,Oahu,Kapolei,Ko Olina Kai,92-1103 Koio Drive,96707,INDIVIDUAL VACATION UNIT,95,
-158.125528331671,21.3453163906883,662,Oahu,Kapolei,Kai Lani at Ko Olina,92-1001 Aliinui Drive,96707,INDIVIDUAL VACATION UNIT,30,
-157.835139935033,21.2852645713058,663,Oahu,Honolulu,Canterbury Place,1910 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,5,2013
-156.683619632931,20.96090307428,664,Maui,Lahaina,Hoyochi Nikko (Estimate),3901 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,16,1973
-159.442274976855,21.8755117219349,665,Kauai,Koloa,Shipwrecks Beach Cottage,2227 Iukika Place,96756,INDIVIDUAL VACATION UNIT,1,
-159.413250685402,22.219791194858,666,Kauai,Kilauea,Hale Nanea,2884-A Kauape Road,96754,INDIVIDUAL VACATION UNIT,1,n/a
-159.413536741581,22.2193979647804,667,Kauai,Kilauea,Secret Beach Cottage,2908-B Kauapea Road,96754,INDIVIDUAL VACATION UNIT,1,
-159.431336485989,22.2159900342922,668,Kauai,Kilauea,Kumulani,3233A Kalihiwai Road,96754,INDIVIDUAL VACATION UNIT,1,
-159.370762374455,22.209638013962,669,Kauai,Kilauea,Kai Halulu,4110 North Waikalua,96754,INDIVIDUAL VACATION UNIT,1,
-159.468039455799,22.2162292704025,670,Kauai,Princeville,"Elegant villa with mountain and golf course views, easy to beaches/shopping",4141 Queen Emma Drive,96722,INDIVIDUAL VACATION UNIT,1,
-159.488079489566,22.2196156597591,671,Kauai,Princeville,Queens Bath Lookout,5055 Naookala Circle,96722,INDIVIDUAL VACATION UNIT,1,
-158.036594285005,21.6790107793364,672,Oahu,Haleiwa,Haleiwa Sunshine,59-007 Huelo Street,96812,INDIVIDUAL VACATION UNIT,1,
-155.862829600345,19.942890510689,673,Hawaii,Kamuela,Spectacular New Mauna Lani Home!,68-1312 Pauoa Road,96743,INDIVIDUAL VACATION UNIT,1,
-155.983907744582,19.7119212817736,674,Hawaii,Kailua-Kona,Piko Nani (Hilltop Beauty) Estate,73-1451 Kukuna Street,96740,INDIVIDUAL VACATION UNIT,1,2016
-155.969104907614,19.6052552571582,675,Hawaii,Kailua-Kona,Paradise Found Pool Wonderful ocean views Spacious home Near Kona town,77-172 Kekai Place,96740,INDIVIDUAL VACATION UNIT,1,
-155.958787212155,19.5957833384504,676,Hawaii,Kailua-Kona,Beautiful home with unobstructed ocean views,77-474 Kualono Street,96740,INDIVIDUAL VACATION UNIT,1,
-155.953880843395,19.5671663836522,677,Hawaii,Kailua-Kona,Pili Lani,78-7008 Ola Kino Street,96740,INDIVIDUAL VACATION UNIT,1,
-156.447957094073,20.7246135020318,678,Maui,Kihei,Kamaole One #5 - Upgraded Ground Floor 2 Bedroom and Directly on the Beach!,2230 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1973
-156.685577477306,20.955807051916,679,Maui,Lahaina,The Pikake Water is 20ft Away!!,3701 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1966
-155.856294178766,19.9414031645492,680,Hawaii,Waimea,FALL SPECIAL 5TH NIGHT FREE - Hale Malia - Brand New Deluxe 3BR Townhome!,68-1025 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,1,
-155.987659256975,19.6274170113995,681,Hawaii,Kailua-Kona,Alii Cove,75-5919 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,
-156.66509538991,20.9953084207399,682,Maui,Lahaina,Napili Gardens,5432 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,13,1995
-156.683681454072,20.9601990003993,683,Maui,Lahaina,Hale Mahina Beach Resort (Estimate),3875 Lower Honoapiilani Road,96760,INDIVIDUAL VACATION UNIT,46,1981
-155.962825920097,19.5670130186369,684,Hawaii,Kailua-Kona,Keauhou Palena Golfers Delight Great Location in Kona Hawaii,78-7054 Kamehameha III Road,96740,INDIVIDUAL VACATION UNIT,1,
-156.458001044274,20.7621378331488,685,Maui,Kihei,Koa Resort,811 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1982
-157.828172844846,21.2836670057602,686,Oahu,Honolulu,2121 Ala Wai 2406- UNIT HAS BEEN UPDATED AND IS BEAUTFUL! TRUE VALUE!!!,2121 Ala Wai Boulevard,96815,INDIVIDUAL VACATION UNIT,1,
-155.95820151303,19.6072967369897,687,Hawaii,Kailua-Kona,"Amazing Kona Sunsets House, Ocean Views above Kailua Kona Village",77-362 Ailina Street,96740,INDIVIDUAL VACATION UNIT,1,
-155.9738565394,19.6168128438136,688,Hawaii,Kailua-Kona,Akoa-Gated Community 3 bedroom 3 bath Ocean View,75-6187 Akoa Place,96740,INDIVIDUAL VACATION UNIT,1,
-155.990582019411,19.7388971450482,689,Hawaii,Kailua-Kona,"Spacious 4400 square foot, 4 bedroom, 4.5 bath Private Estate",72-4075 Alahee Place,96740,INDIVIDUAL VACATION UNIT,1,
-155.979063943615,19.6105586905984,690,Hawaii,Kailua-Kona,"Spacious, Groundfloor Oceanfront Unit, 2 bedroom, 2 bath",75-6800 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.978984505686,19.6103873002675,691,Hawaii,Kailua-Kona,Beautiful Oceanfront Condo Steps from Beach - complete remodel 2014,76-6194 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.960683809874,19.6274664227722,692,Hawaii,Kailua-Kona,"Aloha Place - Luxurous3 Bedroom, 3 Bathroom Home with Spectacular Ocean Views",75-669 Pu Hoaloha Place,96740,INDIVIDUAL VACATION UNIT,1,
-159.445785083575,21.8709736339016,693,Kauai,Poipu,Alohilani - Gated Estate 5 Bedroom Villa with a Pool,1670 Makanui Road,96756,INDIVIDUAL VACATION UNIT,1,
-159.447019568364,21.8723811762037,694,Kauai,Koloa,Amazing Views Hale - 270 degree Stunning Views from 2 Story Poipu Beach House,2321 Hoohu Road,96756,INDIVIDUAL VACATION UNIT,1,
-155.983583972655,19.6966761333772,695,Hawaii,Kailua-Kona,"Heavens, Spaciouis 4 Bedroom with Pool and Great Ocean Views",73-4854 Anini Street,96740,INDIVIDUAL VACATION UNIT,1,
-155.956595491135,19.5733818529175,696,Hawaii,Kailua-Kona,Blue Hawaii - A Big Island Home Amazing Ocean Views in Kona,78-6902 Kia Aina Street,96740,INDIVIDUAL VACATION UNIT,1,
-159.472846435981,21.8805956396346,697,Kauai,Koloa,"Delightful 2BR Cottage w/Whitewater Ocn Views & Sunsets, Surf, Sand & Snorkel",5115 Hoona Road,96756,INDIVIDUAL VACATION UNIT,1,
-159.473286474148,22.2153221437531,698,Kauai,Princeville,Charming home on the North Shore of Kauai,4381 Emmalani Drive,96722,INDIVIDUAL VACATION UNIT,1,
-155.783279023311,19.9525845002956,699,Hawaii,Waikoloa,A striking home near white sand beaches and resorts,68-3553 Haia Street,96738,INDIVIDUAL VACATION UNIT,1,
-159.476111915639,22.2184915166845,700,Kauai,Princeville,"Hale Emmalani: Elegant remodeled 3br/3ba home with private pool, quiet street",4890 Emmalani Drive,96722,INDIVIDUAL VACATION UNIT,1,
-159.451087279003,21.873522531448,701,Kauai,Koloa,"Hale Halia -Stunning 4 Bedroom, 3 Bath Poipu Beach Vacation Home",2211 Pane Road,96756,INDIVIDUAL VACATION UNIT,1,
-159.472986909819,21.8807926658029,702,Kauai,Koloa,Hale Haloko Kaiin Poipu - Oceanviews and just steps to the beach,5111 Hoona Road,96756,INDIVIDUAL VACATION UNIT,1,2000
-159.478460400999,22.2161174031662,703,Kauai,Princeville,"Hale Kamalani: Spacious 3br + loft, mountain and golf course views, BARGAIN!",4187 Kamalani Lane,96722,INDIVIDUAL VACATION UNIT,1,
-155.956764958164,19.5658543171028,704,Hawaii,Kailua-Kona,"Hale Kehau 3 Bed, Private Home with Incredible Ocean Views in Gated Community",78-7045 Kaluna Street,96740,INDIVIDUAL VACATION UNIT,1,
-159.477607517375,22.2252815201856,705,Kauai,Princeville,"Hale Kohea: Comfortable, Tommy Bahama Furnished Home!",3714 Albert Road,96722,INDIVIDUAL VACATION UNIT,1,
-155.996027201583,19.7210789813379,706,Hawaii,Kailua-Kona,Hale Kokua-Private Home off Ohi Kapua Pl.,73-4326 Ohikapua Place,96740,INDIVIDUAL VACATION UNIT,1,
-155.989279663132,19.630143817867,707,Hawaii,Kailua-Kona,Oceanfront one bedroom unit with amazing views,75-5870 Kahakai Road,96740,INDIVIDUAL VACATION UNIT,1,1972
-154.948661376252,19.6085825612499,708,Hawaii,Keaau,"Hale Loke Cottage, 2 Masters, A/C, Use of resort pool & spa, steps to beaches",15-927 Paradise Ala Kai,96749,INDIVIDUAL VACATION UNIT,1,2000
-159.484072636619,22.2237661955602,709,Kauai,Princeville,Hale Mahana: Cozy 2 Bedroom home with salt water Pool!,3979 Kalakaua Place,96722,INDIVIDUAL VACATION UNIT,1,
-159.471921928747,21.8800492071172,710,Kauai,Poipu,Hale Malanai - 2 Bedroom Baby Beach Poipu Vacation Home,5141 Hoona Road,96756,INDIVIDUAL VACATION UNIT,1,1993
-159.445881854347,21.8702577620123,711,Kauai,Koloa,Oceanviews - Very close to Poipu Beach - Sleeps 6!,1684 Pee Road,96756,INDIVIDUAL VACATION UNIT,1,
-155.788112179892,19.9385249177537,712,Hawaii,Waikoloa,Distinctive Custom Cedar Home -with Ocean & Mountain Views!,68-1823 Puu Nui Street,96738,INDIVIDUAL VACATION UNIT,1,
-159.488635796599,22.2203880507632,713,Kauai,Princeville,Hale Ohana: 3br/3ba amily home near back yard with jacuzzi,4126 Liholiho Road,96722,INDIVIDUAL VACATION UNIT,1,
-155.986100143272,19.6792104017722,714,Hawaii,Kailua-Kona,"Luxury Villa Estate with Pool, Hottub & Oceanview! $450/ngt spcl September!",74-4910 Hao Kuni Place,96740,INDIVIDUAL VACATION UNIT,1,
-155.974894781612,19.6049834118312,715,Hawaii,Kailua-Kona,Beachfront in sunny Kona,77-6296 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.964284941845,19.5631001440914,716,Hawaii,Kailua-Kona,"Oceanfront, Overlooking a Pristine Bay Along the Kona Coast - Bay Watch",78-111 B Holua Road,96740,INDIVIDUAL VACATION UNIT,1,
-159.39983613038,22.2020864310322,717,Kauai,Kilauea,North shore home with Ocean Views!,1980 Kolo Road #6,96754,INDIVIDUAL VACATION UNIT,1,
-159.485240881324,21.8841747808784,718,Kauai,Koloa,Ho`o Walea - Elegant 3 Bedroom Ocean Front Villa with a Pool,4682 Lawai Road,96756,INDIVIDUAL VACATION UNIT,1,1998
-159.446081644552,21.8744913224294,719,Kauai,Koloa,"POIPU 2bd/2 ba detached cottage, a/c, beaches/pool/spa/tennis, garage",2395 Hoohu Road,96756,INDIVIDUAL VACATION UNIT,1,
-155.967585686595,19.5995456527468,720,Hawaii,Kailua-Kona,"Magnificent Ocean Views, Pool, Walk to Beach, Surrounded by Fruit Orchards",77-407 Hoomaluhia Drive,96740,INDIVIDUAL VACATION UNIT,1,
-155.960073823156,19.6175845623853,721,Hawaii,Kailua-Kona,"IO Way -Gorgeous 4 Bedroom, 3 Bathroom Gated Home with Magnificant Views!",76-819 Io Way,96740,INDIVIDUAL VACATION UNIT,1,
-155.956635113881,19.6144647287898,722,Hawaii,Kailua-Kona,Iolani- Luxury living at this breathtaking home!,76-851 North Manu O Ku Place,96740,INDIVIDUAL VACATION UNIT,1,
-159.473434572549,22.2193146739645,723,Kauai,Princeville,Golf Course Villa with Pool and Hot Tub.,4080 Kaahumanu Place,96722,INDIVIDUAL VACATION UNIT,1,
-156.694726597471,20.9179270452875,724,Maui,Lahaina,"Kaanapali Alii 433 aka ""The Royal Jewel"" on World Famous Kaanapali Beach",50 Nohea Kai Drive,96761,INDIVIDUAL VACATION UNIT,1,1982
-156.685820667334,20.9342447229374,725,Maui,Lahaina,New Listing!! Book for travel before Dec.15th and get 7th night free!!!,150 Puukolii Road,96761,INDIVIDUAL VACATION UNIT,1,
